loss,grad_norm,learning_rate,entropy,num_tokens,logits/chosen,logits/rejected,mean_token_accuracy,rewards/chosen,rewards/rejected,rewards/accuracies,rewards/margins,logps/chosen,logps/rejected,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_entropy,eval_num_tokens,eval_logits/chosen,eval_logits/rejected,eval_mean_token_accuracy,eval_rewards/chosen,eval_rewards/rejected,eval_rewards/accuracies,eval_rewards/margins,eval_logps/chosen,eval_logps/rejected,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.6931473016738892,13.232093811035156,1e-06,1.673509355634451,11837.0,5.727994041122467,5.726917555643332,0.5888428818434477,0.0,0.0,0.0,0.0,-400.758508682251,-404.1180863380432,0.022792022792022793,1,,,,,,,,,,,,,,,,,,,,
0.683916449546814,15.087301254272461,9.772727272727273e-07,1.3270394261926413,24869.0,6.195642283475504,5.9282769896968865,0.643752733245492,0.011466646596090868,-0.007285261161086964,0.625,0.018751907569821924,-487.4865651130676,-370.48363494873047,0.045584045584045586,2,,,,,,,,,,,,,,,,,,,,
0.6772794723510742,11.790541648864746,9.545454545454546e-07,1.5627336129546165,37018.0,6.165568551623963,5.4327751387125085,0.6306874398142099,0.018109894037479535,-0.01408329033802147,0.75,0.032193184801144525,-338.4842863082886,-324.0669364929199,0.06837606837606838,3,,,,,,,,,,,,,,,,,,,,
0.6804667711257935,10.554208755493164,9.318181818181817e-07,1.418225385248661,51563.0,5.566896337890862,6.269887745469783,0.6645158026367426,0.0068590883838623995,-0.019001555279828608,0.5625,0.025860643494524993,-363.74951791763306,-431.2744994163513,0.09116809116809117,4,,,,,,,,,,,,,,,,,,,,
0.6608819365501404,12.689251899719238,9.09090909090909e-07,1.5661796554923058,65412.0,5.890702540815939,6.3902494113044135,0.6295610796660185,0.028387547266902402,-0.039344883436569944,0.625,0.06773243052884936,-512.0556077957153,-538.1293659210205,0.11396011396011396,5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.11396011396011396,5,0.6907489895820618,142.0648,1.978,1.978,1.4015560020225328,65412.0,5.823006538248057,6.154566998496887,0.6807672254131358,-0.008332336148507296,-0.013272499797051255,0.4377224199288256,0.004940163623168733,-238.86718688910543,-248.1117052437996,,,,,
0.642449676990509,12.03911304473877,8.863636363636363e-07,1.4707813933491707,77814.0,5.976291690264275,6.34288302161862,0.6206323392689228,0.03610420240147505,-0.06935644243640127,0.8125,0.10546064520895015,-446.97357177734375,-388.9283494949341,0.13675213675213677,6,,,,,,,,,,,,,,,,,,,,
0.626899242401123,14.093343734741211,8.636363636363636e-07,1.5040266029536724,90433.0,5.84098017472433,6.038174021516543,0.5957103334367275,0.045322252553887665,-0.09344511234667152,0.875,0.1387673649005592,-378.73685574531555,-299.2881488800049,0.15954415954415954,7,,,,,,,,,,,,,,,,,,,,
0.6151831746101379,15.855528831481934,8.409090909090909e-07,1.2299052104353905,103864.0,6.023259921018979,5.46407790882905,0.652896985411644,0.04471311703309766,-0.12189812833094038,0.875,0.16661124408710748,-421.1346769332886,-381.777512550354,0.18233618233618235,8,,,,,,,,,,,,,,,,,,,,
0.6242392063140869,11.43209457397461,8.181818181818182e-07,1.628295436501503,118197.0,6.0136371920959935,6.351066724450254,0.5892388261854649,0.04724474023532821,-0.10135693788470235,0.75,0.14860167635197286,-528.3397989273071,-495.9945983886719,0.20512820512820512,9,,,,,,,,,,,,,,,,,,,,
0.6369831562042236,9.320462226867676,7.954545454545454e-07,1.4981090389192104,130941.0,6.4720300737731815,6.337922062183344,0.6371011231094599,0.03913292952347547,-0.07953147935768357,0.75,0.11866440772428177,-379.62373542785645,-327.7275776863098,0.22792022792022792,10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.22792022792022792,10,0.6887534856796265,152.4742,1.843,1.843,1.4021267488439737,130941.0,5.82502565166041,6.157288376706597,0.6807312447829603,-0.023274880252365068,-0.0324512633200473,0.4626334519572954,0.00917638306095003,-239.01661232782004,-248.30349287528585,,,,,
0.5782020688056946,13.153738975524902,7.727272727272727e-07,1.4177781343460083,144757.0,6.404477706283482,6.0215702331613254,0.595929330214858,0.08423566934652627,-0.16544713993789628,0.875,0.24968281155452132,-463.83304929733276,-393.3036570549011,0.25071225071225073,11,,,,,,,,,,,,,,,,,,,,
0.6259028911590576,9.23631763458252,7.5e-07,1.5042123273015022,156962.0,7.00897019752151,7.036831547866225,0.6391419377177954,0.04503486292378511,-0.10010402349871583,0.625,0.14513888793590013,-418.77787733078003,-370.7191119194031,0.27350427350427353,12,,,,,,,,,,,,,,,,,,,,
0.5860849022865295,12.83771800994873,7.272727272727272e-07,1.3767836913466454,170052.0,5.339453674118307,5.058176737268879,0.6319322474300861,0.06376042478950694,-0.16828704008366913,0.9375,0.23204746400006115,-492.62336349487305,-388.42262268066406,0.2962962962962963,13,,,,,,,,,,,,,,,,,,,,
0.6098254919052124,9.575878143310547,7.045454545454545e-07,1.4216518253087997,183410.0,6.1408763772667765,6.075862111266313,0.6159318443387747,0.047571660397807136,-0.13234789608395658,0.8125,0.179919557122048,-404.23220777511597,-348.8729569911957,0.3190883190883191,14,,,,,,,,,,,,,,,,,,,,
